developer,id,release_date,title,Action,Adventure,Casual,Education,Indie,RPG,Racing,Simulation,Sports,Strategy,year
Dexion Games,722220,2017-10-10,Escape from here,1,1,1,0,1,0,0,0,0,0,2017
Jujubee S.A.,657470,2017-10-10,Take Off - The Flight Simulator,0,0,0,0,0,0,0,1,0,0,2017
GraphXGames,718840,2017-10-10,DiamondFalls,0,0,1,0,1,0,0,0,0,1,2017
Blender Games,722020,2017-10-10,Bitcoin Collector: Spinners Attack,0,0,1,0,1,0,0,0,0,0,2017
Ben Vista Ltd.,583860,2017-10-10,PhotoZoom Classic 6,0,0,0,0,0,0,0,0,0,0,2017
ZuoBuLaiGame,656090,2017-10-10,Salty Fish Go!,1,0,0,0,0,0,0,0,0,0,2017
NeuralSoft,716130,2017-10-02,Rotatorix,0,0,1,0,1,0,1,0,0,0,2017
IndieMax,718090,2017-10-10,Princess.Loot.Pixel.Again x2,1,1,0,0,1,1,0,0,0,0,2017
Kool2Play Sp. z o.o.,703050,2017-09-21,iHUGU,0,0,1,0,0,0,0,0,0,0,2017
Just1337 Studio,656880,2017-09-22,Cybercube,1,0,1,0,1,0,0,0,0,0,2017
Bento Studio,687900,2017-10-10,unWorded,0,1,0,0,1,0,0,0,0,0,2017
Proteus Studios,485390,2017-10-10,Machine Made: Rebirth,0,0,0,0,1,1,0,0,0,0,2017
rokaplay,623170,2017-10-09,Zombie Solitaire 2 Chapter 2,0,0,1,0,1,0,0,0,0,1,2017
Boogygames Studios,722340,2017-10-10,Captain vs Sky Pirates,1,1,0,0,1,0,0,0,0,1,2017
in Principle Games,719130,2017-10-10,OVO Smash!,0,0,1,0,1,0,0,0,0,0,2017
Myarcadegames Studios,715370,2017-10-09,Fidget Spinner Editor,1,1,1,0,1,0,0,1,1,1,2017
JB,704660,2017-10-09,Maze Trials,0,1,1,0,1,0,0,0,0,0,2017
OnionMilk,520370,2017-10-09,Pigeon Fight,0,0,1,0,1,0,0,1,0,0,2017
Monolith Productions,666840,2017-10-09,Middle-earth™: Shadow of War™ 4K Cinematic Pack,1,1,0,0,0,1,0,0,0,0,2017
"Monolith Productions, Inc.",561950,2017-10-09,Middle-earth™: Shadow of War™ High Resolution Texture Pack,1,1,0,0,0,1,0,0,0,0,2017
Monolith Productions,356190,2017-10-09,Middle-earth™: Shadow of War™,1,1,0,0,0,1,0,0,0,0,2017
Homewreckers Studio,668170,2017-10-09,Incline,1,0,0,0,1,0,1,1,1,0,2017
Monolith Productions,629580,2017-10-09,Middle-earth™: Shadow of War™ Starter Bundle,1,1,0,0,0,1,0,0,0,0,2017
Monolith Productions,716270,2017-10-09,Middle-earth™: Shadow of War™ Expansion Pass,1,1,0,0,0,1,0,0,0,0,2017
Joseph MacDonald,722540,2017-10-12,Banana Town,0,0,1,0,0,0,0,1,0,0,2017
"38,9_Degrees",717950,2017-10-07,Rainbow Snake,0,0,1,0,0,0,0,0,0,0,2017
"38,9_Degrees",719610,2017-10-07,Free Bowling 3D,0,0,1,0,0,0,0,0,0,0,2017
ECC GAMES SP. Z O.O.,591090,2017-10-07,Bestseller: Curse of the Golden Owl,0,1,1,0,0,0,0,0,0,0,2017
SlimeSmile,665270,2017-10-07,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,1,0,0,0,1,0,0,0,0,0,2017
RF,679030,2017-10-07,HELI-COMMANDO 2017,1,0,0,0,0,0,0,0,0,0,2017
Vyacheslav Shilikhin,720470,2017-10-07,Caveman Alive,0,1,1,0,1,0,0,1,0,0,2017
Bobbates LLC.,532980,2017-10-07,Thaumistry: In Charm's Way,0,1,0,0,0,0,0,0,0,0,2017
David Sof,700610,2017-09-24,DungeonGOGO,1,0,0,0,1,0,0,0,0,0,2017
Kirill Kupryakhin,698610,2017-10-09,Through Blocks,0,1,0,0,1,0,0,0,0,0,2017
"+Mpact Games, LLC.",349510,2017-10-09,Hanako: Honor &amp; Blade,1,0,0,0,1,0,0,0,0,0,2017
PianoB Studio,712610,2017-10-09,Onironauta,0,1,0,0,1,0,0,0,0,0,2017
DaFu Studio,712810,2017-10-09,Fallen Times,1,1,0,0,1,0,0,0,0,0,2017
Semen Rodin,720840,2017-10-09,"""TWO DRAW""",0,0,1,0,1,0,0,0,0,1,2017
Donbass Games,685990,2017-10-09,Forgotten Land,1,1,0,0,1,0,0,0,0,0,2017
Corwin Peters,686580,2017-10-11,Storms of Shambhala,1,1,1,0,1,0,0,0,0,1,2017
Tech Warrior-Dylan Dugan,711460,2017-10-06,Duel Survival,1,1,0,0,1,1,0,0,0,1,2017
IN|Framez Technology Corp.,568060,2017-10-09,Hyper Void,1,0,0,0,1,0,0,0,0,0,2017
WINGED SAKURA GAMES,339250,2017-10-06,Winged Sakura: Endless Dream,1,0,0,0,1,1,0,0,0,1,2017
Reiza Studios,724720,2017-10-06,Automobilista - Brazilian Touring Car Classics,0,0,0,0,0,0,1,1,1,0,2017
Made of Bits,678310,2017-10-06,Pinball Deluxe: Reloaded,0,0,1,0,1,0,0,1,0,0,2017
WINGED SAKURA GAMES,721880,2017-10-06,Winged Sakura: Endless Dream - Art Collection,1,0,0,0,1,1,0,0,0,1,2017
WINGED SAKURA GAMES,721870,2017-10-06,Winged Sakura: Endless Dream - Soundtrack,1,0,0,0,1,1,0,0,0,1,2017
All Seeing Eye Games,402330,2017-10-06,Press X to Not Die,1,0,0,0,1,0,0,0,0,0,2017
Worthing &amp; Moncrieff,727400,2017-10-05,A Matter of Murder - More Wallpapers,0,1,1,0,1,0,0,0,0,0,2017
CyberLink,679560,2017-09-26,CyberLink PowerDirector 16 Ultra,0,0,0,0,0,0,0,0,0,0,2017
Red Chain Games Ltd.,664190,2017-10-06,Slide!!,0,0,1,0,1,0,0,0,0,1,2017
CyberLink,679540,2017-10-03,CyberLink PhotoDirector 9 Deluxe,0,0,0,0,0,0,0,0,0,0,2017
CyberLink,679570,2017-10-03,CyberLink PowerDirector 16 Ultimate,0,0,0,0,0,0,0,0,0,0,2017
"V34D4R,Yolick",720000,2017-10-06,Don't Panic!,0,0,0,0,1,0,0,0,0,1,2017
Fürst,713380,2017-10-06,Mr. Barrel,1,1,1,0,1,0,0,0,0,0,2017
Ionized Games,384740,2017-10-07,CAT Interstellar,0,1,0,0,1,0,0,0,0,0,2017
Akumu Games,711480,2017-09-06,Room 42,1,1,0,0,0,0,0,0,0,0,2017
magnussoft,715320,2017-10-06,Legend of Egypt - Pharaohs Garden,0,0,1,0,0,0,0,0,0,0,2017
Jan Zelený,598960,2017-10-06,Mashinky,0,0,0,0,1,0,0,1,0,1,2017
Jason Crosby,709590,2017-10-06,Farkle Friends,0,0,1,0,0,0,0,0,0,0,2017
Maple Flag,685080,2017-10-06,F-5E: Aggressors Air Combat Maneuver Campaign,0,0,0,0,0,0,0,1,0,0,2017
HexWar Games,699860,2017-10-06,Civil War: 1864,0,0,0,0,0,0,0,0,0,1,2017
Tryzna83,603330,2017-10-06,Blasted Road Terror,1,0,0,0,0,1,0,0,0,1,2017
Pilgrim Adventures,694370,2017-10-06,Space Pilgrim Academy,0,1,0,0,1,0,0,0,0,0,2017
Top Evidence Studio,723950,2017-10-06,Haunted Manor: Queen of Death Collector's Edition,0,1,1,0,0,0,0,0,0,0,2017
The Revera Corporation,701690,2017-10-05,Water Planet - Original Soundtrack,0,1,0,0,1,0,0,0,0,0,2017
tamationgames,715460,2017-10-05,Disparity,0,0,0,0,1,0,0,0,0,1,2017
Jamo Games,694790,2017-10-05,The Botanist,0,0,1,0,1,0,0,1,0,0,2017
Ionized Games,693760,2017-09-15,ProjectFiles,1,1,0,0,1,0,0,0,0,0,2017
Parrott Studios,674360,2017-10-05,Orb Flo,0,0,1,0,1,0,0,0,0,0,2017
Crankies Smartworks,719460,2017-10-05,Crankies Workshop: Grizzbot Assembly 2,1,0,1,0,1,0,0,1,0,1,2017
Simple Blue,701900,2017-10-05,Splat the Blob,0,1,0,0,0,0,0,0,0,0,2017
Mikołaj Spychał,699080,2017-10-05,Jake's Love Story,0,0,1,0,1,0,0,0,0,0,2017
"SmiteWorks USA, LLC",727080,2017-10-05,Fantasy Grounds - D&amp;D The Tortle Package,0,0,0,0,1,1,0,0,0,1,2017
Myarcadegames Studios,718350,2017-10-05,Loot Collection: Mahjong,0,1,1,0,1,0,0,1,0,1,2017
Sigma Team Inc.,656450,2017-10-05,Alien Hallway 2,1,0,0,0,1,0,0,0,0,1,2017
Davit Andreasyan,634120,2017-10-05,Inmates,0,1,0,0,1,0,0,0,0,0,2017
Turbulent Designs,630917,2017-10-05,Flight Sim World: Big Bear City Airport Add-On,0,0,0,0,0,0,0,1,0,0,2017
Red Phoenix Studios,628650,2017-10-05,A New World: Kingdoms,0,0,1,0,1,0,0,0,0,1,2017
EHTechnology,661080,2017-10-05,WarMages,0,1,1,0,1,0,0,0,0,0,2017
Auroch Digital,517780,2017-10-05,Ogre,0,0,0,0,1,0,0,0,0,1,2017
Exordium Games,698250,2017-10-05,Bear With Me - Episode Three,0,1,0,0,1,0,0,0,0,0,2017
凝冰剑斩,713260,2017-10-05,Beyond the Sunset 斜阳下的彼岸,0,0,0,0,1,1,0,0,0,0,2017
Little Green Men Games,715920,2017-10-05,Starpoint Gemini Warlords: Cycle of Warfare,1,0,0,0,0,1,0,1,0,1,2017
JoyBits Ltd.,726660,2017-10-05,Doodle God Blitz - The Rise of Egypt DLC,0,0,1,0,1,0,0,1,0,0,2017
Autarca,562250,2017-10-05,Beastmancer,0,0,0,0,1,1,0,0,0,1,2017
Okinawa Sunrise,707960,2017-10-05,I was here,0,1,1,0,1,0,0,0,0,0,2017
Stas Shostak,727630,2017-10-05,JASEM: OST,1,0,0,0,1,0,0,0,0,0,2017
Survios,730210,2017-10-05,Raw Data - OST,1,0,0,0,1,0,0,0,0,1,2017
MetamorphoGames,661620,2017-10-05,Randomizator,0,1,0,0,1,0,0,0,0,0,2017
Vox,680360,2018-02-08,Regions Of Ruin,1,1,0,0,1,1,0,1,0,1,2018
Ronimo Games,399837,2017-10-05,Awesomenauts - The Ringmaster (Announcer),1,0,0,0,1,0,0,0,0,1,2017
"SmiteWorks USA, LLC",728060,2017-10-05,Fantasy Grounds - Token Pack 96: Orcs (Token Pack),0,0,0,0,1,1,0,0,0,1,2017
"SmiteWorks USA, LLC",727940,2017-10-05,Fantasy Grounds - Token Pack 94: Deitys &amp; Devils 2 (Token Pack),0,0,0,0,1,1,0,0,0,1,2017
Union Workshop,621925,2017-10-05,Train Simulator: Hidaka Main Line: Tomakomai - Hidaka-Mombetsu Route Add-On,0,0,0,0,0,0,0,1,0,0,2017
"Metal Fox,Nullysun Studio",715470,2017-10-04,Rocks and Rockets,0,1,0,0,1,0,0,0,0,0,2017
Huge Calf Studios,638000,2017-10-04,Carried Away,0,0,1,0,1,0,0,1,0,0,2017
"Pixel Dash Studios, EQgames",300380,2017-10-04,Road Redemption,1,1,0,0,1,0,1,1,0,0,2017
Brzezinski,717450,2017-10-05,Nimble Bunn,0,1,0,0,1,0,0,0,0,0,2017
"Antaria, LLC",679270,2017-10-04,Antaria Online,1,1,0,0,1,1,0,0,0,0,2017
Saber Interactive,596760,2017-10-04,NBA Playgrounds - Hot ’N Frosty,0,0,0,0,0,0,0,0,1,0,2017
Cosmic Ray Studio,689570,2017-10-04,BattleCore Arena,1,0,0,0,1,0,0,0,0,0,2017
Silver Dog Games,713340,2017-09-10,Space Ship Commander,1,1,0,0,1,0,0,0,0,1,2017
Blam! Games,723920,2017-10-04,Dangerous Games: Illusionist Collector's Edition,0,1,1,0,0,0,0,0,0,0,2017
Coin Operated Games,696810,2017-10-04,EMPYRE: Lords of the Sea Gates,0,0,0,0,0,1,0,0,0,0,2017
"SmiteWorks USA, LLC",727890,2017-10-05,Fantasy Grounds - Token Pack 93: Hybrids 2 (Token Pack),0,0,0,0,1,1,0,0,0,1,2017
Woblyware,680340,2017-10-04,Omega Strike,1,1,0,0,1,0,0,0,0,0,2017
Sapphire Dragon Productions,722760,2017-10-04,Captain Firebeard and the Bay of Crows,0,1,1,0,0,0,0,0,0,0,2017
"SmiteWorks USA, LLC",728000,2017-10-05,Fantasy Grounds - Token Pack 95: Humanoid Monsters 2 (Token Pack),0,0,0,0,1,1,0,0,0,1,2017
Sapphire Dragon Productions,722770,2017-10-04,Captain Firebeard and the Bay of Crows OST and DC,0,1,1,0,0,0,0,0,0,0,2017
Frostflake Studios,661380,2017-10-04,Orbit Defender,1,0,0,0,1,0,0,0,0,1,2017
Airship Syndicate,451020,2017-10-03,Battle Chasers: Nightwar,0,0,0,0,1,1,0,0,0,0,2017
Ubisoft Montreal,709170,2017-10-03,Tom Clancy's Rainbow Six® Siege - Jäger Covert Set,1,0,0,0,0,0,0,0,0,0,2017
Wolfgang Lueger,619230,2017-10-03,VEmpire - The Kings of Darkness,0,0,1,0,1,0,0,0,0,1,2017
MyDream Interactive Inc.,720930,2017-10-03,VR Toolbox: Cartoon Forest Props DLC,0,0,0,0,0,0,0,0,0,0,2017
Aggroblakh,695560,2017-10-03,Building Block Heroes,1,0,1,0,1,0,0,0,0,0,2017
No Wand Studios,726140,2017-10-04,The Fall of Lazarus: Welcome Aboard,0,1,0,0,1,0,0,0,0,0,2017
Bad Gravity,660980,2017-10-03,Quantum Wizard,0,0,0,0,1,0,0,0,0,0,2017
GamersHype Productions,714320,2017-10-03,Box Maze 2 - Unlock All Levels,1,1,1,0,1,0,0,0,0,1,2017
Joshua Keith,706350,2017-08-19,Mari and the Black Tower,0,0,0,0,1,1,0,0,0,0,2017
Marcos Rocha,716190,2017-10-03,Animalia - The Quiz Game,0,0,1,0,0,0,0,0,0,0,2017
Marcos Rocha,720170,2017-10-03,Animalia The Quiz Game - Soundtrack,0,0,1,0,0,0,0,0,0,0,2017
"Pixel Dash Studios, EQ",727440,2017-10-03,Road Redemption: Origins of Road Redemption Video,1,1,0,0,1,0,1,1,0,0,2017
Unbound Creations,680980,2017-10-03,HEADLINER,0,1,0,0,1,0,0,0,0,0,2017
KAVA Game Studio,495580,2017-10-03,Divided We Fall,1,0,0,0,1,0,0,0,0,1,2017
Chronicle Games,708850,2017-10-03,Reverie,0,0,1,0,1,0,0,0,0,0,2017
Amilton Neves,608630,2017-10-03,PIXEL ZUMBI,1,1,0,0,1,0,0,0,0,0,2017
Alpha Strike Games Limited,638060,2017-10-03,Majestic Trials,0,1,0,0,1,1,0,0,0,1,2017
Intersect Games,701890,2017-10-04,Starzine,1,0,0,0,1,0,0,0,0,0,2017
Striped Rocket,717900,2017-09-23,Rhombs,0,0,1,0,1,0,0,0,0,0,2017
4th cluster,691520,2017-10-04,Campus Notes - forget me not. OST,0,1,0,0,1,0,0,0,0,0,2017
4th cluster,711510,2017-10-04,Campus Notes - forget me not. OST FLAC ver.,0,1,0,0,1,0,0,0,0,0,2017
Hamsters Gaming,702190,2017-10-04,Hero Rush: Mad King,0,0,1,0,1,1,0,0,0,1,2017
Alternative Software Ltd,723800,2017-10-04,RUTM 2017 - Season 2017/18 Update,1,0,1,0,0,0,0,1,1,1,2017
Dexion Games,718360,2017-10-04,Mission: Wolf,1,0,1,0,1,0,0,1,0,1,2017
piximo interactive,709550,2017-10-04,Tic Tac Toe LOUNGE,0,0,1,0,1,0,0,0,0,1,2017
Fair Games,722810,2017-09-23,Casual Spider Solitaire,0,0,1,0,1,0,0,0,0,0,2017
CCP,695743,2017-10-03,EVE Online: 12 Months Omega Time,1,0,0,0,0,1,0,0,0,1,2017
Blueshift Media,697370,2017-10-04,LINX BATTLE ARENA,1,0,1,0,1,0,0,0,0,0,2017
Giorgi Abelashvili,709380,2017-10-03,Circularity,0,0,1,0,1,0,0,0,0,0,2017
Lite Microsystems,646460,2017-10-04,CompliKATed,1,0,0,0,1,0,0,0,0,0,2017
WHITEROCK games,703250,2017-10-03,AstroShift,1,0,0,0,1,0,0,0,0,0,2017
Retro Army Limited,682590,2017-10-03,Dungeon Marathon,1,0,0,0,1,0,0,0,0,0,2017
baKno Games,716310,2011-01-11,Crazy Toad,0,0,1,0,1,0,0,0,0,0,2011
Zen Studios,580661,2017-10-03,Infinite Minigolf - Tortuga,0,0,1,0,1,0,0,0,1,0,2017
Edge Case Games Ltd.,711022,2017-10-03,Fractured Space - Fleet Pack: All Current and Future Ships,1,0,0,0,1,0,0,0,0,1,2017
Edge Case Games Ltd.,711023,2017-10-03,Fractured Space - Ultimate Skins Pack,1,0,0,0,1,0,0,0,0,1,2017
Edge Case Games Ltd.,711020,2017-10-03,Fractured Space - Starter Pack,1,0,0,0,1,0,0,0,0,1,2017
bch waves,710450,2017-10-03,aMaze Achievements : forest,0,1,1,0,1,0,0,0,0,0,2017
Edge Case Games Ltd.,711021,2017-10-03,Fractured Space - Enhance Pack,1,0,0,0,1,0,0,0,0,1,2017
MSRX22,711140,2017-10-02,Forsaken Generation,0,0,0,0,0,1,0,0,0,0,2017
Fade Away,711720,2017-09-01,Fade Away,0,1,1,0,1,0,0,0,0,0,2017
Rebelware Games,706280,2017-09-29,Devil in the Pines,0,0,0,0,1,0,0,0,0,0,2017
LillyWelland inc.,714620,2017-10-02,Snakeez,0,0,1,0,1,0,0,0,0,0,2017
Digital Dreams Entertainment LLC,529520,2017-10-31,Mutant Football League,1,0,0,0,1,0,0,0,1,0,2017
Denis Isakov,710400,2017-06-30,TERRAGEARTH,0,1,0,0,1,0,0,0,0,0,2017
Thylacine Studios,710970,2017-09-29,Learn (Japanese) Kana The Fun Way!,0,0,1,0,1,0,0,0,0,0,2017
"God Inspired Games,Alkain Studios LLC",680880,2017-09-29,Flood: The Prequel,0,1,1,0,1,1,0,0,0,0,2017
Microsoft Game Studios,700480,2017-09-29,Microsoft Allegiance,1,0,0,0,0,0,0,1,0,1,2017
Titus Interactive,711230,1992-01-01,Titus the Fox,1,1,0,0,0,1,0,0,0,0,1992
Circus,421710,2017-09-29,Space Live - Advent of the Net Idols,0,0,1,0,0,0,0,0,0,0,2017
Dexion Games,717370,2017-10-02,8bit Invasion,0,0,1,0,1,0,0,1,0,1,2017
Myarcadegames Studios,716850,2017-10-02,Jewel of WonderLand,0,1,1,0,1,0,0,0,0,1,2017
Nicholas Hydock,386710,2017-10-02,C:\raft,0,1,1,0,1,1,0,0,0,0,2017
Total Mayhem Games,721410,2017-10-02,We Were Here: Original Soundtrack,1,1,0,0,1,0,0,0,0,0,2017
Striped Rocket,715340,2017-09-26,Sticks,0,0,1,0,1,0,0,0,0,0,2017
Cosmo D,716930,2017-10-02,The Norwood Suite - Original Soundtrack,0,1,1,0,1,0,0,0,0,0,2017
RewindApp,711150,2017-10-02,Brick Breaker Ultimate,0,0,0,0,1,0,0,0,0,0,2017
Darkelite Studio Inc,402940,2017-10-02,Dungeons of Betrayal,0,1,0,0,1,1,0,0,0,0,2017
Audio 4n6,717620,2017-09-21,Arrow Heads - Soundtrack,1,0,1,0,1,0,0,0,0,0,2017
Step Dad Productions,710480,2014-05-31,Extreme Real Reality HD Remix,1,1,1,0,1,0,0,0,0,0,2014
Autotelic Games LLC,704040,2017-10-02,Castle Clicker : Building Tycoon,0,0,1,0,1,0,0,1,0,0,2017
Vast Studios,723910,2017-10-02,Dark Canvas: Blood and Stone Collector's Edition,0,1,1,0,0,0,0,0,0,0,2017
putilin_industries,710330,2017-10-02,Achievement Hunter: Foxy,1,1,1,0,1,0,0,0,0,0,2017
Danilo Valeite,717200,2017-09-25,KEEPER-the hunter of insect,1,1,0,0,1,0,0,0,0,0,2017
Hebi Studios,660390,2017-09-29,RageBall,0,0,0,0,1,0,0,0,1,0,2017
Arcade Distillery,714840,2017-09-29,Mecho Tales,1,0,1,0,1,0,0,0,0,0,2017
"Pixel Dash Studios, EQ",725880,2017-09-29,Road Redemption - Concept Art and Videos,1,1,0,0,1,0,1,1,0,0,2017
The Harvest VR,569510,2017-10-31,The Harvest VR,0,0,1,0,0,0,0,0,0,0,2017
Arc System Works,544630,2017-09-29,River City Melee : Battle Royal Special,1,1,0,0,0,0,0,0,1,0,2017
Benjamin Rommel Games,693750,2017-09-29,Galactic Crew,1,1,1,0,1,0,0,1,0,1,2017
Linkflag Studio,665120,2017-11-10,Jetman Go,1,0,1,0,1,0,0,1,1,0,2017
bch waves,710440,2017-09-29,aMaze Achievements : darkness,1,1,1,0,1,0,0,0,0,0,2017
Anatoly Konstantinov,707870,2017-09-29,Hoo-Boy,0,1,1,0,1,0,0,0,0,0,2017
Fabio Biancarelli,683430,2017-09-29,ASSASSINATION STATION,1,0,0,0,1,0,0,0,0,0,2017
Two thousand and one entertainment studio,711970,2017-09-28,GALACTIC FIELD：Strategy Edition 银河领域：策略版,0,0,1,0,1,0,0,0,0,1,2017
Creobit,716790,2017-09-26,Business Tour. Starter Pack,0,0,1,0,1,0,0,0,0,1,2017
Mathias,707860,2017-09-29,The Power Factory,0,0,0,0,1,0,0,1,0,1,2017
Pixel by Pixel Studios Inc.,674250,2017-09-29,Resurgence: Earth United,1,0,0,0,1,1,0,0,0,0,2017
Sacada,706390,2017-09-29,LOGistICAL: Chile,0,0,1,0,1,0,0,0,0,1,2017
StudioMDHR Entertainment Inc.,704710,2017-09-29,Cuphead - Official Soundtrack,1,0,0,0,1,0,0,0,0,0,2017
gamifi.cc games,564480,2017-09-29,The Great Wobo Escape,1,1,1,0,1,0,0,0,0,0,2017
StudioMDHR Entertainment Inc.,268910,2017-09-29,Cuphead,1,0,0,0,1,0,0,0,0,0,2017
Vyacheslav Shilikhin,715980,2017-09-29,Eared Hero,0,1,1,0,1,0,0,1,0,0,2017
Blueplant Entertainment,696250,2017-09-29,Lost Shipwreck,0,1,0,0,1,0,0,1,0,0,2017
Yah_Shi,715720,2017-09-29,Cuco,1,1,1,0,1,0,0,0,0,0,2017
"Imperium42® Game Studio,Dylan ""Xblade"" Hunt,Elsa ""FieryElsa"" Hunt,Boslof,Arnoldas ""Arnenzo"" Jegorovas,Adityaraj ""Adiart"" Jain,Mel ""Xed"" Kim,Stephen ""Teahacker"" Wise,Dan ""ISWThunder"" Holzhauer",595280,2017-09-29,Throne of Lies® The Online Game of Deceit,0,0,0,0,1,1,0,0,0,1,2017
"Fisher Wagg,Simon Wagg,Aaron Taylor",616690,2017-09-29,BRKÖUT,1,1,0,0,1,0,0,0,0,0,2017
Domini Games,695980,2017-09-29,Labyrinths of the World: Forbidden Muse Collector's Edition,0,1,1,0,0,0,0,0,0,0,2017
Painted Sky Studios,619010,2017-09-29,Arkaia: The Enigmatic Isle,0,1,0,0,1,0,0,0,0,0,2017
Educational Games,703870,2017-09-29,Make a word!,0,0,1,0,1,0,0,0,0,0,2017
NIGHTBOX,654690,2017-09-29,Bermuda - Lost Survival,1,1,0,0,1,0,0,0,0,1,2017
Quiet River,723000,2017-09-29,Zup! 6 - OST,0,0,1,0,1,0,0,0,0,0,2017
Tooth Decay Entertainment,684170,2017-09-29,Hexlide,0,0,1,0,1,0,0,0,0,1,2017
PixelBot Games,672010,2017-09-28,CANARI,1,1,0,0,1,0,0,0,0,0,2017
Rocket Hammer,684530,2017-09-28,Lance A Lot: Enhanced Edition,1,0,1,0,1,0,0,0,0,0,2017
ARS,706980,2017-09-28,PaperCat,0,0,1,0,1,0,0,0,0,0,2017
AlyStudio,719090,2017-09-28,Linench,0,0,1,0,1,0,0,0,0,0,2017
Ithaqua Labs,554180,2017-09-28,Pale Spectrum - Part Two of the Book of Gray Magic,0,1,0,0,1,0,0,0,0,0,2017
TrerPlay,593670,2017-09-27,Sponchies,1,0,1,0,1,0,0,0,0,0,2017
"Zelun,Tio_jolo",681290,2017-09-27,Hare,1,0,1,0,1,0,1,0,0,0,2017
NedoStudio,713680,2017-09-27,Ablepsia,0,0,1,0,1,0,0,0,0,0,2017
Cloak and Dagger Games,595560,2017-09-27,Legend of Hand,0,1,0,0,0,1,0,0,0,0,2017
Cloak and Dagger Games,714830,2017-09-27,Legend of Hand - Collector's Extras,0,1,0,0,0,1,0,0,0,0,2017
Cloak and Dagger Games,714831,2017-09-27,Legend of Hand - Soundtrack,0,1,0,0,0,1,0,0,0,0,2017
Individual Software,707280,2017-09-27,ResumeMaker® Professional Deluxe 20,0,0,0,1,0,0,0,0,0,0,2017
Morganti Livio,641950,2017-09-28,Last Stonelord,0,0,0,0,1,1,0,0,0,0,2017
SUSAN.,616520,2017-09-27,Cheap Golf,1,0,0,0,1,0,0,0,1,0,2017
Jonathan Stoffer,515890,2017-09-27,Marty Thinks 4D,0,0,0,0,1,0,0,0,0,0,2017
Jonathan Stoffer,722720,2017-09-27,Marty Thinks 4D Soundtrack,0,0,0,0,1,0,0,0,0,0,2017
G.rev Ltd.,723320,2017-09-27,Senko no Ronde 2 - Voice Pack,1,0,0,0,0,0,0,0,0,0,2017
Syu-Syu,707330,2017-09-27,Restoration: Nightmare Chronicles,0,0,0,0,1,1,0,0,0,0,2017
Ithaqua Labs,435370,2017-09-27,Brilliant Shadows - Soundtrack,0,1,1,0,0,0,0,1,0,0,2017
Fantasy Flight Games,712330,2017-09-27,Descent: Road to Legend - Trials of Frostgate,0,1,0,0,0,1,0,0,0,0,2017
G.rev Ltd.,698224,2017-09-27,Senko no Ronde 2 - Rounder Karel,1,0,0,0,0,0,0,0,0,0,2017
G.rev Ltd.,698223,2017-09-27,Senko no Ronde 2 - Rounder Lili,1,0,0,0,0,0,0,0,0,0,2017
PinkySwear,723200,2017-09-27,Hentai - Soundtrack Of The Year (SOTY),1,1,1,0,1,0,0,0,0,0,2017
André Bertaglia,701960,2017-09-27,Fish's Trip,0,1,1,0,1,0,1,0,0,0,2017
Neox Studios,695110,2017-09-28,Twickles,0,0,1,0,1,0,0,1,0,0,2017
3DDUO,648340,2017-09-28,Harald: A Game of Influence,0,0,0,0,0,0,0,0,0,1,2017
Crenetic GmbH Studios,698480,2017-09-28,Hippo Sports,0,0,1,0,0,0,0,0,1,0,2017
Dreamz Studio,690610,2017-09-28,Crazy Dreamz: MagiCats Edition,0,0,0,0,1,0,0,0,0,0,2017
Outlaw,709400,2017-09-28,Low Desert Punk,1,0,1,0,1,0,1,0,0,0,2017
Benn Powell,499140,2017-09-28,Operator Overload,0,0,1,0,1,0,0,0,0,0,2017
AMG GAMES,690400,2017-09-28,Rainbow Step,1,1,0,0,1,0,0,0,0,0,2017
Renaissance,707000,2017-09-28,Aw Nutz,0,0,1,0,1,0,0,0,0,0,2017
Magenta Factory,696620,2017-09-28,Bai Qu - Digital Artbook,0,1,1,0,1,0,0,0,0,0,2017
"KADOKAWA,Sherman3D",721052,2017-09-28,RPG Maker VX Ace - Pirate Ship Tiles,0,0,0,0,0,0,0,0,0,0,2017
KADOKAWA,721053,2017-09-28,RPG Maker VX Ace - Tragedy and Drama,0,0,0,0,0,0,0,0,0,0,2017
KADOKAWA,721054,2017-09-28,RPG Maker VX Ace - KHAS Ultra Lighting Script,0,0,0,0,0,0,0,0,0,0,2017
"KADOKAWA,Vexed Enigma",721050,2017-09-28,RPG Maker VX Ace - Pop! Horror City Character Pack 1,0,0,0,0,0,0,0,0,0,0,2017
"KADOKAWA,Celianna",721060,2017-09-28,RPG Maker MV - Fantastic Buildings: Medieval,0,0,0,0,0,0,0,0,0,0,2017
"KADOKAWA,Celianna",721051,2017-09-28,RPG Maker VX Ace - Ancient Dungeons: Winter,0,0,0,0,0,0,0,0,0,0,2017
ALLM,439350,2017-09-28,Kritika Online,1,0,0,0,0,1,0,0,0,0,2017
ALLM,717030,2017-09-28,Kritika Online: Free Elite Player's Pack,1,0,0,0,0,1,0,0,0,0,2017
ALLM,717031,2017-09-28,Kritika Online: Elite Starter Pack,1,0,0,0,0,1,0,0,0,0,2017
ALLM,717032,2017-09-28,Kritika Online: Elite Costume Pack,1,0,0,0,0,1,0,0,0,0,2017
